0.2319,
-0.1338,
0.06033,
0.3432,
0.08983,
-0.09764,
0.5845,
0.0417,
-0.5255,
0.05676,
0.524,
0.2545,
-0.04544,
0.2205,
0.5015,
0.1674,
-0.1993,
0.003528,
-0.08404,
0.3822,
0.1962,
-0.06995,
0.2439,
-0.06104,
0.3107,
-0.1259,
0.3734,
0.6658,
0.0016,
0.2417,
0.3839,
-0.1724,
-0.1777,
0.14,
-0.00519,
-0.2538,
0.3014,
0.32,
0.3302,
0.1714,
0.5004,
0.0267,
0.0634,
-0.2697,
-0.2323,
-0.2294,
0.2374,
0.1406,
0.2997,
0.1573,
0.2528,
-0.1411,
0.3162,
0.3339,
0.6883,
0.4126,
0.3906,
0.2016,
0.08592,
0.3219,
0.0283,
-0.04318,
0.2925,
0.1425,
0.1641,
0.2059,
0.2302,
-0.2768,
0.05338,
0.6423,
0.2848,
0.2871,
0.1706,
0.3118,
0.01825,
0.1998,
0.4412,
-0.1815,
0.2562,
0.4605,
0.0036,
0.3401,
0.01523,
0.4122,
0.3706,
0.5353,
0.0837,
0.2226,
0.08435,
0.1186,
-0.5641,
0.1052,
0.4699,
0.278,
0.01209,
0.2562,
0.05743,
0.3193,
-0.5347,
0.2526,
0.1281,
-0.1231,
0.2156,
0.1893,
0.4816,
0.352,
0.1517,
-0.3066,
-0.2537,
0.3362,
0.4451,
0.4019,
0.1531,
-0.1774,
0.122,
-0.241,
0.312,
0.3474,
0.4166,
0.6151,
0.05704,
0.7206,
0.2903,
0.9187,
0.48,
-1.2207,
-1.2299,
-0.6575,
0.4937,
0.4608,
-1.4844,
-0.4383,
0.05291,
0.4256,
0.2606,
-0.1613,
-0.6315,
-0.4857,
0.2857,
0.01806,
0.4994,
0.4508,
0.5987,
0.5881,
0.02051,
0.1956,
0.7728,
0.46,
0.4751,
-0.09154,
-0.193,
0.1103,
0.6498,
-0.1729,
-0.1696,
-0.1551,
-0.03379,
-0.7123,
-0.5538,
-0.1099,
0.1285,
0.06398,
-0.1084,
-0.06668,
-0.0661,
-0.1683,
-0.2498,
0.03711,
0.1299,
0.1483,
0.2297,
0.2315,
0.6183,
-0.3431,
0.1147,
-0.3269,
0.1404,
-0.1963,
0.1076,
-0.1547,
0.1515,
-0.06902,
0.06458,
0.08756,
-0.03707,
-0.05074,
-0.2447,
-0.07786,
-0.03491,
0.1368,
0.07337,
0.6157,
-0.1377,
0.007118,
-0.0993,
0.268,
-0.8163,
0.3647,
-0.1885,
-0.4661,
0.5813,
-0.6749,
-0.1177,
0.368,
0.2732,
0.1892,
-0.3668,
0.3205,
-0.01955,
0.08012,
0.2152,
0.06952,
-0.168,
0.2142,
0.02892,
-0.07311,
0.03589,
-0.07803,
0.01213,
0.287,
0.06219,
0.1404,
-0.09314,
-0.1444,
0.3248,
-0.2628,
0.0368,
0.2029,
0.2294,
0.3132,
0.5316,
-0.2134,
0.1293,
0.2035,
0.4499,
0.1885,
-0.03862,
-0.37,
-0.1329,
-0.344,
0.1537,
-0.2569,
0.1873,
0.06579,
-0.04139,
-0.124,
-0.2659,
0.1398,
0.4947,
0.07976,
0.1533,
0.07161,
0.1318,
0.04781,
-0.02262,
-0.1929,
-0.1859,
0.01431,
-0.06664,
-0.06685,
0.08574,
-0.01896,
-0.2135,
0.3141,
-0.246,
0.2287,
0.5799,
-0.1367,
0.5352,
-0.06435,
0.08975,
-0.3192,
0.2397,
-0.2338,
-0.1583,
-0.3523,
0.6447,
0.02803,
0.1173,
-0.3152,
-0.1757,
-0.2226,
0.4419,
-0.3331,
-0.07244,
0.1728,
-0.1595,
-0.353,
-0.1233,
0.3013,
-0.3941,
0.09326,
0.103,
-0.1958,
0.2074,
0.1691,
-0.0499,
0.2497,
0.1826,
0.006757,
0.02463,
-0.1984,
-0.3878,
0.06733,
0.3818,
0.1687,
0.3472,
0.5096,
-0.1886,
-0.2824,
-1.4425,
1.3022,
0.6691,
0.5593,
-0.00764,
0.8435,
0.1038,
-0.09907,
0.3535,
0.3151,
-0.4649,
0.06845,
-1.013,
0.07082,
0.1745,
-0.05685,
-0.498,
-0.5351,
-0.2932,
-0.9323,
0.05167,
-0.00836,
-0.3312,
0.0214,
1.0877,
-0.2671,
-0.2988,
-0.04584,
-0.5926,
-0.5044,
0.7722,
0.767,
-0.2558,
-0.2868,
-0.02411,
-0.7346,
-0.1523,
-0.03358,
0.3622,
0.0665,
-0.1893,
-0.2464,
0.09028,
0.4417,
-0.01237,
0.07845,
0.2549,
-0.1118,
0.2473,
-0.2147,
0.2446,
0.1291,
0.1941,
0.2117,
-0.2664,
-0.05483,
0.3677,
-0.2395,
0.1209,
-0.07975,
0.02172,
-0.07252,
-0.1419,
0.08059,
0.3474,
0.3452,
0.4333,
0.1849,
0.3473,
-0.35,
0.2844,
-0.2274,
-0.2742,
-0.2482,
0.06511,
0.2258,
0.09365,
0.5231,
0.421,
0.2413,
-0.1862,
-0.2109,
-0.0858,
0.2089,
0.4081,
0.5424,
-0.06252,
0.09561,
0.3355,
0.1004,
0.9208,
-0.09527,
-0.497,
0.3537,
0.5645,
0.8101,
-0.2991,
0.05591,
-0.6111,
-0.8382,
-0.3978,
0.2352,
-0.5838,
-0.1289,
-0.2564,
0.0103,
0.1088,
0.1202,
0.2348,
-0.06275,
0.08237,
0.1167,
0.06361,
-0.1374,
0.1865,
-0.06025,
0.07073,
0.1625,
0.06978,
0.1594,
0.04985,
0.04149,
-0.1379,
0.0041,
0.06501,
-0.04119,
0.1128,
0.01203,
-0.07462,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.09119,
-0.5057,
0.5039,
0.1274,
-0.1397,
0.1239,
-0.1867,
0.04895,
-0.01742,
0.07379,
0.06712,
0.1631,
-0.1814,
0.08238,
-0.159,
-1.6149,
-0.4272,
0.6892,
-0.2742,
0.4895,
-0.08255,
1.0306,
-0.1356,
0.2904,
-1.5052,
-0.1509,
1.9319,
-1.0624,
1.5918,
0.9338,
0.9698,
0.6688,
0.7829,
-0.03442,
0.1663,
-1.3229,
0.586,
-0.16,
0.6215,
1.1962,
0.8988,
-0.5538,
0.1348,
-0.5706,
-0.1241,
-0.4089,
-0.6468,
0.8151,
1.6369,
-0.4424,
0.7916,
0.1231,
0.3283,
-0.9702,
-0.5052,
0.707,
1.311,
0.9097,
-0.6183,
0.03502,
-0.3265,
-0.8901,
0.213,
-0.3705,
0.154,
0.003546,
0.1594,
-0.00173,
0.07998,
-0.1463,
-0.09989,
-0.1174,
-0.2588,
-0.164,
0.2612,
0.02908,
-0.1247,
-0.02076,
-0.069,
0.1299,
0.4682,
-0.5101,
0.2758,
0.2134,
-0.4379,
-0.3556,
-0.3654,
-0.01274,
0.3438,
0.3165,
0.1351,
-0.1561,
-0.01528,
-0.5438,
0.4269,
0.1233,
-0.02808,
-0.08553,
-0.01814,
-0.08033,
-0.07067,
0.07981,
0.04786,
-0.0566,
-0.02263,
0.02069,
-0.05218,
0.1413,
0.06017,
0.2848,
0.1538,
0.459,
0.4321,
0.4194,
0.5241,
0.3239,
-0.03864,
0.1958,
0.7418,
0.2799,
0.1781,
0.3339,
-0.163,
0.04544,
-0.2104,
0.004118,
0.3805,
-0.05832,
0.03902,
-0.05014,
0.04792,
0.1986,
-0.1013,
-0.00685,
-0.1715,
-0.02538,
-0.1518,
0.05751,
-0.179,
-0.2903,
0.1039,
-0.2413,
0.6405,
-0.1504,
0.02484,
0.6235,
0.07905,
-0.2627,
-0.05326,
0.299,
0.1125,
0.1203,
0.005424,
0.0102,
0.38,
0.03495,
0.1117,
0.4241,
0.4609,
0.3317,
0.05712,
0.2966,
-0.5547,
0.0113,
-0.355,
0.2245,
0.203,
0.0736,
0.04451,
0.06607,
0.01149,
0.3951,
0.7975,
0.4757,
0.06424,
-0.2174,
0.1038,
0.05247,
0.3805,
0.05271,
-0.08175,
-0.3761,
0.1718,
0.1545,
0.02443,
-0.2278,
-0.113,
-0.3351,
-0.5327,
0.1369,
-0.1765,
-0.3274,
0.3068,
-0.03721,
-0.07942,
-0.2401,
-0.07011,
0.02662,
-0.06533,
-0.1586,
0.05259,
0.1875,
-0.08554,
-0.02282,
-0.1542,
0.2454,
0.3581,
0.3382,
0.5,
0.1376,
-0.1021,
0.08683,
-0.2264,
0.3766,
0.0582,
-0.2046,
0.3518,
0.2265,
-0.1799,
-0.01811,
0.4718,
0.3057,
0.5006,
-0.2293,
-0.2663,
0.7339,
0.2793,
-0.06782,
-0.02809,
-0.6004,
0.1706,
-0.0574,
0.01985,
0.3404,
0.01158,
0.2119,
0.2279,
0.314,
-0.00601,
-0.1154,
0.2549,
-0.08387,
0.1416,
0.2128,
0.2214,
0.2664,
0.08944,
-0.2253,
0.2258,
0.5085,
-0.0295,
0.4235,
-0.3227,
0.05654,
0.951,
0.09798,
-0.282,
-0.6555,
0.4184,
0.1544,
0.2836,
0.5526,
0.5518,
-0.1785,
0.06583,
-0.8159,
-0.3586,
-0.5598,
-0.5545,
-1.6923,
0.2678,
-1.1503,
-0.4511,
0.00403,
0.8151,
0.6724,
0.08864,
0.04411,
0.004544,
-0.4482,
0.7628,
0.1507,
-0.09479,
-0.9981,
-0.3586,
-0.4065,
-0.9183,
0.1096,
-0.7473,
-0.6029,
-0.05907,
0.06217,
0.2434,
0.008791,
-0.2601,
-0.4072,
-0.07988,
0.2269,
0.9885,
-0.04387,
0.1954,
-0.02253,
-0.00985,
0.503,
-0.7401,
0.5175,
-0.09259,
0.08669,
0.3853,
0.1598,
0.4006,
-0.0329,
-0.1083,
0.3072,
-0.1549,
0.2457,
-0.2991,
-0.04599,
0.2362,
0.3847,
0.6154,
0.2625,
-0.3211,
-0.5357,
-0.1665,
0.2775,
-0.02228,
-0.2966,
-0.05192,
-0.2706,
0.4782,
0.1252,
-0.0332,
-0.3475,
0.3238,
0.6262,
-0.1338,
0.2086,
0.624,
0.2642,
-0.3167,
0.1437,
-0.3006,
0.2352,
0.07726,
-0.2083,
0.154,
0.09247,
0.3019,
0.1663,
0.3145,
0.1361,
0.1006,
-0.112,
0.1074,
0.1444,
-0.1108,
-0.2157,
0.03745,
-0.1003,
-0.01956,
0.1843,
-0.08546,
0.06916,
0.04301,
0.1939,
0.1318,
0.03314,
0.05897,
-0.01176,
0.2171,
-0.1256,
-0.3401,
0.2018,
-0.9176,
-0.8389,
-0.2554,
-0.605,
-0.5097,
0.5404,
-1.0239,
0.3274,
0.2915,
0.01105,
0.1238,
0.2559,
0.6931,
-0.1785,
0.08883,
0.2466,
0.6332,
0.4411,
-0.03173,
0.21,
0.7665,
0.1596,
0.3763,
0.4146,
0.5304,
0.6933,
0.2749,
-0.4729,
-0.06429,
0.03035,
-0.3535,
-0.05139,
0.01656,
-0.1524,
0.3048,
0.1336,
0.4136,
-0.3801,
0.004623,
0.01555,
0.01386,
0.3215,
0.2125,
0.2199,
0.08649,
-0.293,
0.2356,
-0.1079,
-0.5377,
-0.4066,
0.003609,
-0.157,
-0.3212,
0.1202,
0.1324,
0.4632,
-0.2806,
0.2314,
0.1822,
0.03314,
0.1029,
-0.532,
-0.1019,
0.3602,
0.4652,
0.2162,
0.1914,
-0.03761,
-0.3537,
-0.1028,
0.2075,
-0.05562,
0.3055,
0.1373,
-0.1404,
0.04437,
-0.4696,
-0.3424,
-0.2226,
-0.2224,
0.05518,
-0.4858,
0.4407,
0.2708,
0.1994,
-0.1204,
-0.07972,
-0.06437,
0.5337,
0.4223,
0.03249,
0.2053,
0.1391,
0.1965,
-0.08757,
0.1406,
-0.1348,
0.00841,
0.03484,
-0.00177,
0.0839,
-0.06274,
0.2014,
0.2232,
0.1984,
0.2449,
0.3248,
0.2167,
0.1451,
0.5437,
0.1176,
0.2746,
-0.00357,
0.1691,
0.2767,
-0.2639,
0.07146,
-0.08056,
-0.2833,
-0.0149,
-0.05874,
-0.2752,
0.01239,
-0.02142,
0.2614,
0.1871,
0.2382,
-0.02797,
-0.2254,
0.06884,
-0.07863,
0.02212,
0.03821,
-0.07276,
-0.06394,
0.2344,
0.1047,
-0.2017,
0.1155,
0.08871,
0.3383,
0.2739,
-0.2219,
0.1454,
0.02048,
0.06119,
0.09055,
-0.2894,
0.04632,
0.1668,
-0.1169,
-0.03014,
-0.09669,
-0.3661,
-0.1078,
-0.2071,
-0.06825,
-0.1681,
0.02116,
-0.1075,
0.04556,
0.2101,
0.1695,
-0.1947,
-0.1585,
-0.04638,
0.4386,
-0.6081,
0.1305,
0.3044,
0.3808,
-0.06365,
-0.069,
0.2105,
-0.1682,
-0.1086,
-0.2664,
0.3714,
-0.3006,
0.4979,
-0.1288,
-0.09284,
-0.01455,
